Date,Cloudiness,Rainfall,Max Temperature,Min Temperature,Humidity,Mean Temperature,Reservoir Level inFeet,UnderGround Water Level in Meter,Flood Outcome
02-28-94,8.0357140000000005,399.5,29.753571000000001,22.685714000000001,89.883928999999995,25.771429000000001,132,5.9,1
03-31-94,7.8709680000000004,259.5,30.587097,23.067741999999999,86.911289999999994,26.116773999999999,100,3,0
04-30-94,6.9444439999999998,258.7,30.72,23.036667000000001,85.658332999999999,26.306000000000001,100,3,0
05-31-94,6.3440859999999999,174.2,30.622581,23,84.806451999999993,26.52129,50,2,0
06-30-94,6.0666669999999998,125.2,30.226666999999999,22.746666999999999,84.625,26.146000000000001,45,1,0
07-31-94,4.2795699999999997,33,31.245161,22.858065,78.491934999999998,26.726451999999998,15,0.5,0
08-31-94,4.9139780000000002,96.7,32.322581,22.887097000000001,79.032257999999999,27.068387000000001,67,1.5,0
09-30-94,5.4494379999999998,62.6,32.816667000000002,23.65,77.844828000000007,27.639333000000001,45,0.7,0
10-31-94,5.1505380000000001,91.8,33.080644999999997,23.703226000000001,75.935484000000002,28.036774000000001,56,0.7,0
11-30-94,6.9666670000000002,207.3,32.753332999999998,23.416667,79.166667000000004,27.553999999999998,89,2.5,0
12-31-94,6.6236560000000004,222.5,31.219355,23.151613000000001,83.669354999999996,26.936129000000001,78,2,0
01-31-95,6.7096770000000001,286,31.019355000000001,22.993749999999999,82.459676999999999,24.516128999999999,100,3.7,0
02-28-95,6.9761899999999999,132,30.971429000000001,23.496428999999999,82.991071000000005,26.657857,60,1.5,0
03-31-95,7.2688170000000003,301.39999999999998,31.096774,23.038709999999998,84.306451999999993,26.674838999999999,110,4,0
04-30-95,7.4888890000000004,480.5,30.593333000000001,22.94,86.724999999999994,26.252666999999999,145,6.8,1
05-31-95,6.9354839999999998,217.5,30.770968,23.164515999999999,86.741934999999998,26.261935000000001,70,3,0
06-30-95,5.4777779999999998,107,30.846667,23.153333,82.016666999999998,26.708666999999998,50,1.3,0
07-31-95,3.8602150000000002,76.900000000000006,32.322581,23.545161,75.943548000000007,27.568387000000001,40,0.7,0
08-31-95,3.4731179999999999,34.200000000000003,33.532257999999999,24.393547999999999,72.870968000000005,28.539355,15,0.4,0
09-30-95,3.644444,72.400000000000006,33.6,24.443332999999999,75.391666999999998,28.468,30,0.8,0
10-31-95,4.7956989999999999,81,33.509677000000003,24.235484,75.758065000000002,28.101935000000001,35,0.9,0
11-30-95,6.9888890000000004,312,31.273333000000001,23.34,86.166667000000004,26.690667000000001,110,4,0
12-31-95,7.0645160000000002,160.5,31.480644999999999,23.319355000000002,85.241934999999998,26.623225999999999,60,2,0
01-31-96,7.0967739999999999,571.29999999999995,29.941935000000001,22.606452000000001,86.758065000000002,25.581935000000001,155,7.7,1
02-29-96,7.1494249999999999,257.60000000000002,30.224138,22.827586,85.379310000000004,25.999310000000001,100,3.5,0
03-31-96,7.3440859999999999,338.1,30.635484000000002,23.13871,84.790323000000001,26.169032000000001,125,5.3,1
04-30-96,7.3888889999999998,428.5,30.05,23.08,86.25,26.044,138,6.2,1
05-31-96,6.5698920000000003,127.5,30.916129000000002,23.532257999999999,83.580645000000004,26.706451999999999,60,2.4300000000000002,0
06-30-96,3.7111109999999998,185.1,30.593333000000001,22.373332999999999,75.916667000000004,27.888667000000002,70,2.85,0
07-31-96,4.3913039999999999,16.899999999999999,31.6,22.774194000000001,75.870968000000005,26.930968,15,0.2,0
08-31-96,4.5698920000000003,65,32.122580999999997,23.383870999999999,79.556451999999993,27.117419000000002,45,1,0
09-30-96,4.5111109999999996,114,33.056666999999997,23.926666999999998,75.724999999999994,28.225332999999999,45,1.5,0
10-31-96,5.505376,186,32.570968000000001,23.870968000000001,80.411289999999994,27.675484000000001,70,2.5,0
11-30-96,6.4555559999999996,163,32.346666999999997,23.71,81.224999999999994,27.641332999999999,56,2,0
12-31-96,7.451613,142.19999999999999,31.36129,23.558064999999999,83.814515999999998,26.716128999999999,70,2,0
01-31-97,7.3763439999999996,220.6,30.180644999999998,23.267741999999998,86.459676999999999,26.116129000000001,80,2.5,0
02-28-97,7.4404760000000003,344.5,30.042857000000001,22.892856999999999,86.901786000000001,25.941428999999999,125,5.4,1
03-31-97,7.9569890000000001,534.9,29.893547999999999,23.012903000000001,88.669354999999996,25.796129000000001,152,6.3,1
04-30-97,7.144444,310.8,30.673333,23.486667000000001,84.724999999999994,26.695333000000002,110,3.75,0
05-31-97,6.247312,252.2,30.925806000000001,23.706451999999999,82.733870999999994,26.807742000000001,98,3,0
06-30-97,3.7111109999999998,9.5,32.146667000000001,24.2,75.916667000000004,27.888667000000002,15,0.4,0
07-31-97,3.698925,0,33.299999999999997,24.554839000000001,72.782257999999999,28.783871000000001,15,0.2,0
08-31-97,4,111.5,32.993547999999997,23.690322999999999,72.895161000000002,28.334194,60,2.5,0
09-30-97,5.7888890000000002,40.5,35.200000000000003,24.423333,63.608333000000002,30.156666999999999,35,1,0
10-31-97,5.1720430000000004,60.9,35.838709999999999,24.758064999999998,73.975806000000006,29.923226,45,1.7,0
11-30-97,6.7444439999999997,182.3,33.153333000000003,23.956666999999999,80.45,27.847332999999999,78,2.5,0
12-31-97,6.5591400000000002,261.5,32.096774000000003,23.790323000000001,82.572581,27.412258000000001,98,3,0
01-31-98,7.5268819999999996,302.60000000000002,31.3,23.174194,85.274193999999994,26.810967999999999,100,4,0
02-28-98,7.1666670000000003,171.7,32.271428999999998,23.553571000000002,84.669642999999994,27.569286000000002,67,3,0
03-31-98,8,210.8,31.493548000000001,23.096774,88.830645000000004,26.973548000000001,70,3.3,0
04-30-98,7.0333329999999998,407.2,31.296666999999999,22.43,91.141666999999998,26.734667000000002,125,6.1,1
05-31-98,7.0430109999999999,273.39999999999998,31.019355000000001,22.490323,90.362903000000003,26.601289999999999,89,3.7,0
06-30-98,5.8111110000000004,167.2,31.276667,21.903333,89.191666999999995,26.401333000000001,59,2.5,0
07-31-98,5.0645160000000002,92,31.945160999999999,22.225805999999999,87.379031999999995,26.598064999999998,35,1,0
08-31-98,5.0860219999999998,41.8,33.087097,22.016128999999999,84.991934999999998,27.541934999999999,20,0.6,0
09-30-98,5.2888890000000002,115.6,32.793332999999997,21.886666999999999,86.15,26.994667,50,1,0
10-31-98,5.1827959999999997,73.5,33.306452,22.516128999999999,85.338710000000006,27.607097,45,1,0
11-30-98,7.4,153.6,32.026667000000003,21.97,89.383332999999993,26.807333,60,2,0
12-31-98,6.7096770000000001,191,32.577418999999999,21.722581000000002,85.040323000000001,27.132258,67,2,0
01-31-99,8.7741939999999996,411.6,30.277418999999998,21.038709999999998,92.685484000000002,25.488386999999999,78,2.7,0
02-28-99,8.75,260.8,30.232143000000001,20.796429,92.767857000000006,25.421429,89,3.5,0
03-31-99,8.0215049999999994,233.2,30.374193999999999,20.612902999999999,91.459676999999999,25.4,85,3.3,0
04-30-99,7.7111109999999998,421.2,30.546666999999999,20.866667,91.291667000000004,25.608000000000001,140,6.2,1
05-31-99,6.6666670000000003,445.4,30.112902999999999,20.935483999999999,92.491934999999998,25.343871,140,6.4,1
06-30-99,5.9222219999999997,149.30000000000001,31.17,20.983332999999998,89.95,25.956,50,2,0
07-31-99,4.4623660000000003,25.3,31.693548,21.174194,83.427419,26.121935000000001,15,0.4,0
08-31-99,6.0645160000000002,40.6,32.587097,21.590323000000001,79.346773999999996,26.534839000000002,20,0.7,0
09-30-99,5.6,98.8,32.976666999999999,21.953333000000001,82.291667000000004,26.962,45,1.3,0
10-31-99,5.6021510000000001,132.30000000000001,33.532257999999999,22.025805999999999,77.379031999999995,27.316773999999999,63,2,0
11-30-99,5.5111109999999996,203.5,33.016666999999998,22.726666999999999,78.966667000000001,27.651333000000001,70,2.5,0
12-31-99,6.548387,198.3,32.432257999999997,22.670967999999998,81.790323000000001,26.980644999999999,69,2.5,0
01-31-00,7.0322579999999997,350.2,30.825806,21.816129,83.927419,25.871613,125,5.5,1
02-29-00,7.6206899999999997,344.4,30.534483000000002,21.644828,84.577585999999997,25.693792999999999,124,5.4,1
03-31-00,7.9032260000000001,340.7,30.406452000000002,21.858065,86.137096999999997,25.698065,123,5,1
04-30-00,7.4777779999999998,535.4,30.436667,21.49,86.966667000000001,25.507332999999999,145,7.3,1
05-31-00,6.7096770000000001,172.6,31.458065000000001,22.287096999999999,85.314515999999998,26.333548,67,2.5,0
06-30-00,5.411111,48.2,32.543332999999997,21.953333000000001,81.974999999999994,26.732666999999999,35,1,0
07-31-00,6.2365589999999997,40.799999999999997,31.961290000000002,21.848386999999999,88.991934999999998,26.150323,34,1,0
08-31-00,4.7741939999999996,140,32.983871000000001,22.454839,84.209676999999999,27.113548000000002,56,2.5,0
09-30-00,5.6666670000000003,218.1,33.28,22.806667000000001,86.841667000000001,27.349333000000001,78,3,0
10-31-00,6.4623660000000003,47.2,33.564515999999998,22.922581000000001,86.080645000000004,27.289677000000001,20,0.8,0
11-30-00,5.8111110000000004,169.7,33.846666999999997,22.546666999999999,85.233333000000002,27.485333000000001,67,1.4,0
12-31-00,5.8602150000000002,192.3,32.332258000000003,22.283871000000001,82.814515999999998,27.050968000000001,74,1.7,0
01-31-01,7.7204300000000003,348.4,29.929031999999999,20.767741999999998,87.862903000000003,25.203870999999999,124,5.4,1
02-28-01,7.4285709999999998,219.5,31.271429000000001,22.132142999999999,86.098213999999999,26.019286000000001,95,3.5,0
03-31-01,7.1290319999999996,216.8,31.661290000000001,23.480644999999999,85.935484000000002,26.686451999999999,92,3.3,0
04-30-01,7.0111109999999996,188.2,31.413333000000002,23.49,87.433333000000005,26.480667,86,2.9,0
05-31-01,6.5161290000000003,231.6,32.270968000000003,24.012903000000001,85.088710000000006,27.155484000000001,97,3.5,0
06-30-01,7.0333329999999998,164.1,30.463332999999999,22.536667000000001,85.583332999999996,25.643999999999998,71,3,0
07-31-01,4.9784949999999997,30.6,32.287097000000003,23.077418999999999,81.548387000000005,26.730968000000001,15,0.4,0
08-31-01,3.3655910000000002,14.9,34.525806000000003,23.712903000000001,73.282257999999999,28.326452,10,0.2,0
09-30-01,4.7444439999999997,88.2,34.01,23.53,76.674999999999997,27.841332999999999,45,1.5,0
10-31-01,5.451613,28.1,35.367742,24.841934999999999,71.395161000000002,29.092258000000001,14,0.8,0
11-30-01,5.7555560000000003,55,28.546666999999999,24.436667,75.525000000000006,27.411332999999999,22,1.3,0
12-31-01,7.2580650000000002,213,31.541934999999999,24.174194,86.008065000000002,27.086452000000001,78,3,0
01-31-02,7.1935479999999998,380.8,31.848386999999999,23.651613000000001,82.685484000000002,26.849677,130,5,1
02-28-02,7.3571429999999998,239.9,31.103570999999999,23.685714000000001,85.169642999999994,26.543571,85,3.5,0
03-31-02,7.505376,195.3,31.583870999999998,23.648387,84.653226000000004,26.736774,60,2,0
04-30-02,7.233333,376.7,31.31,23.713332999999999,83.716667000000001,26.745999999999999,128,5.7,1
05-31-02,7.4222219999999997,262.89999999999998,31.048387000000002,24.041934999999999,85.556451999999993,26.846451999999999,86,3.7,0
06-30-02,6,159.1,31.386666999999999,23.426666999999998,82.383332999999993,26.842666999999999,60,1.8,0
07-31-02,4.7204300000000003,3.4,32.680644999999998,24.109677000000001,77.443548000000007,27.841934999999999,10,0.2,0
08-31-02,5.1397849999999998,35.4,33.996774000000002,24.103225999999999,75.798387000000005,28.152902999999998,14,0.5,0
09-30-02,5.7555560000000003,60.1,34.81,24.446667000000001,72.083332999999996,28.847332999999999,45,1,0
10-31-02,5.8064520000000002,216.1,33.170968000000002,24.219355,76.983870999999994,27.999355000000001,67,2.5,0
11-30-02,6.1555559999999998,81.2,32.950000000000003,24.223333,80.650000000000006,27.686667,25,1,0
12-31-02,7.8387099999999998,311.2,30.970967999999999,24.206451999999999,85.266129000000006,26.872903000000001,110,4,0
01-31-03,6.1827959999999997,105.8,32.006452000000003,24.687097000000001,81.020832999999996,27.747741999999999,50,2,0
02-28-03,7.3095239999999997,340.9,31.496428999999999,24.203571,83.303571000000005,27.058571000000001,130,5.0999999999999996,1
03-31-03,7.6021510000000001,209.2,31.196774000000001,23.829032000000002,85.943548000000007,26.740645000000001,67,2.8,0
04-30-03,7.2555560000000003,390.1,31.04,23.643332999999998,87.416667000000004,26.619333000000001,140,5.9,1
05-31-03,7.3440859999999999,219.6,31.47,23.574193999999999,85.443548000000007,26.760645,60,2.7,0
06-30-03,6.322222,110.7,32.283332999999999,23.67,84.658332999999999,27,50,1.8,0
07-31-03,4.505376,93,32.774194000000001,23.470967999999999,81.467742000000001,27.345806,45,1.5,0
08-31-03,5.752688,118.3,33.112903000000003,23.406452000000002,81.967742000000001,27.430323000000001,52,1.8,0
09-30-03,6.2111109999999998,60.9,33.896667000000001,23.746666999999999,83.716667000000001,27.856000000000002,35,1,0
10-31-03,6.7096770000000001,96.9,34.222580999999998,24.745161,78.846773999999996,28.692903000000001,45,1.5,0
11-30-03,6.6333330000000004,119.6,33.536667000000001,24.2,81.025000000000006,28.058,53,1.8,0
12-31-03,6.548387,89.9,33.506667,24.219355,83.362903000000003,27.943871000000001,45,1.5,0
01-31-04,7.497312,179.6,32.122580999999997,24.170967999999998,88.548387000000005,27.24,65,2.4,0
02-29-04,8.2298849999999995,150.6,31.393103,23.662068999999999,88.586207000000002,26.630344999999998,61,2.2999999999999998,0
03-31-04,8.4408600000000007,424.2,30.954839,23.458065000000001,90.370968000000005,26.387097000000001,150,6.2,1
04-30-04,8.1333330000000004,227.2,31.836666999999998,23.59,89.408332999999999,26.836666999999998,100,3.8,0
05-31-04,7.3655910000000002,422.9,31.158065000000001,23.641935,89.677419,26.744516000000001,138,6.2,1
06-30-04,6.3111110000000004,120.2,31.72,23.113333000000001,87.05,26.668666999999999,56,1.8,0
07-31-04,6.2876339999999997,59.6,32.609676999999998,23.151613000000001,85.693548000000007,26.954194000000001,24,1,0
08-31-04,4.9032260000000001,141.30000000000001,33.212902999999997,23.303225999999999,81.201612999999995,27.495484000000001,59,2,0
09-30-04,6.4,112,33.47,23.616667,82.174999999999997,27.455333,55,1.8,0
10-31-04,6.6021510000000001,66,33.629032000000002,24.125806000000001,81.701612999999995,28.029032000000001,33,1,0
11-30-04,7.2,13.3,34.69,24.683333000000001,77.325000000000003,28.793333000000001,12,0.4,0
12-31-04,7.4086020000000001,140,32.829031999999998,23.580645000000001,82.935484000000002,27.347742,59,2,0
01-31-05,7.0215050000000003,165.7,33.196773999999998,23.974194000000001,82.983870999999994,27.643225999999999,64,2.2999999999999998,0
02-28-05,8.5714290000000002,331.5,31.657143000000001,23.821428999999998,87.571428999999995,26.743570999999999,124,5.3,1
03-31-05,8.6666670000000003,334,31.196774000000001,23.709676999999999,89.016129000000006,26.532903000000001,125,5.3,1
04-30-05,7.7555560000000003,404.8,31.473333,23.836666999999998,87.75,26.890667000000001,140,6.04,1
05-31-05,6.9569890000000001,225.5,32.248387000000001,24.032257999999999,84.701612999999995,27.291613000000002,100,3.8,0
06-30-05,5.0337079999999998,53.5,33.003332999999998,23.973333,82.541667000000004,27.806000000000001,25,1,0
07-31-05,5.1612900000000002,52.4,32.945160999999999,23.506451999999999,83.096773999999996,27.446452000000001,24,0.9,0
08-31-05,6.0215050000000003,16.2,34.883870999999999,24,82.741934999999998,28.516774000000002,13,0.2,0
09-30-05,6.7,45.9,34.986666999999997,24.07,84.333332999999996,28.615333,24,0.5,0
10-31-05,6.8279569999999996,75.2,35.203226000000001,24.548387000000002,83,28.842580999999999,39,1.2,0
11-30-05,7.4333330000000002,211.6,33.746667000000002,23.873332999999999,86.583332999999996,27.754667000000001,89,3,0
12-31-05,8.0217390000000002,291.8,31.441935000000001,23.432258000000001,89.282257999999999,26.445333000000002,105,3.8,0
01-31-06,7.5591400000000002,173.3,32.335484000000001,23.545161,89.080645000000004,26.719355,64,2,0
02-28-06,7.8928570000000002,346.4,31.085713999999999,23.439285999999999,90.276786000000001,26.456429,126,4.8,1
03-31-06,7.8279569999999996,265.3,31.535484,23.7,88.008065000000002,26.643871000000001,100,3.6,0
04-30-06,8.1555560000000007,252.1,31.193332999999999,23.53,87.741667000000007,26.558667,94,3.2,0
05-31-06,8.5161289999999994,382.1,30.674194,23.493548000000001,88.943548000000007,26.185805999999999,130,5.8,1
06-30-06,6.3444440000000002,87,32.636667000000003,23.243333,82.474999999999994,27.158000000000001,37,1,0
07-31-06,6.9569890000000001,71.599999999999994,33.141934999999997,23.403226,80.774193999999994,27.276129000000001,33,0.8,0
08-31-06,5.6129030000000002,16.7,34.361289999999997,23.793548000000001,78.048387000000005,28.106452000000001,12,0.2,0
09-30-06,6.2,32.799999999999997,35.153333000000003,23.953333000000001,77.55,28.673333,19,0.4,0
10-31-06,5.752688,66,35.393548000000003,24.909676999999999,74.943548000000007,29.347097000000002,35,1,0
11-30-06,8.0555559999999993,294,32.526667000000003,23.376667000000001,84.391666999999998,26.925999999999998,107,4.2,0
12-31-06,7.9247310000000004,317.39999999999998,32.887096999999997,23.632258,84.258065000000002,27.314838999999999,112,4.8,0
01-31-07,8.4731179999999995,414.4,30.7,23.270968,90.258065000000002,26.433547999999998,138,6.14,1
02-28-07,7.5595239999999997,137.69999999999999,33.228571000000002,24.228570999999999,78.973213999999999,27.725000000000001,52,1.5,0
03-31-07,8.4408600000000007,336,31.254839,23.067741999999999,89.443548000000007,26.054839000000001,120,5,1
04-30-07,7.8333329999999997,343.1,31.3,23.663333000000002,88.466667000000001,26.518667000000001,123,5,1
05-31-07,8.053763,165.3,31.883870999999999,23.832257999999999,86.830645000000004,26.834194,56,1,0
06-30-07,6.0777780000000003,100.2,32.706667000000003,23.286667000000001,84.2,26.93,46,0.8,0
07-31-07,6.2903229999999999,121.9,33.006452000000003,23.490323,82.548387000000005,27.220645000000001,53,1,0
08-31-07,6.7741939999999996,133.30000000000001,32.996774000000002,23.206451999999999,82.354838999999998,27.109677000000001,60,1.4,0
09-30-07,7.1111110000000002,71.7,33.513333000000003,23.746666999999999,81.533332999999999,27.552,43,0.9,0
10-31-07,7.5913979999999999,28.5,34.435484000000002,24.36129,79.201612999999995,28.160644999999999,12,0.3,0
11-30-07,7.6,226.2,33.909999999999997,24.32,78.833332999999996,28.258666999999999,96,3.6,0
12-31-07,8.4838710000000006,327.9,31.596774,23.193548,87.806451999999993,26.316129,104,4.5999999999999996,0
01-31-08,8.4193549999999995,397.4,30.629031999999999,23.293548000000001,89.120968000000005,25.901289999999999,130,5.9,1
02-29-08,8.1264369999999992,298.8,31.031033999999998,23.141379000000001,89.603448,25.922758999999999,110,4.5999999999999996,0
03-31-08,8.6881719999999998,553,30.435483999999999,22.777418999999998,90.637096999999997,25.394193999999999,150,7.5,1
04-30-08,8.0555559999999993,345.4,31.756667,23.353332999999999,87.658332999999999,26.380666999999999,130,4.7,1
05-31-08,8.1935479999999998,264.10000000000002,30.651613000000001,23.412903,88.717742000000001,26.052257999999998,103,4.5999999999999996,0
06-30-08,7.2111109999999998,202.7,31.706666999999999,23.076667,85.95,26.356000000000002,83,2.5,0
07-31-08,5.247312,80.2,33.558064999999999,23.467742000000001,81.588710000000006,27.276129000000001,40,1.5,0
08-31-08,6.4731180000000004,58.4,34.351613,23.912903,81.354838999999998,27.910968,30,1.3,0
09-30-08,7.7444439999999997,56,33.29,23.88,82.316666999999995,27.668666999999999,30,1.3,0
10-31-08,7.4831459999999996,162.19999999999999,32.746667000000002,23.776667,88.637096999999997,27.493548000000001,58,2,0
11-30-08,8.2111110000000007,280.8,32.413333000000002,23.693332999999999,89.5,27.134,98,3.5,0
12-31-08,8.2258060000000004,458.1,31.948387,23.470967999999999,86.830645000000004,26.610323000000001,139,6.5,1
01-31-09,8.8279569999999996,310.8,30.625806000000001,23.132258,90.733870999999994,25.836129,118,4.7,0
02-28-09,8.7857140000000005,457.9,30.407143000000001,23.274999999999999,88.348213999999999,25.926428999999999,140,6,1
03-31-09,8.7956990000000008,232.5,31.077418999999999,23.503226000000002,87.201612999999995,26.292902999999999,89,3.7,0
04-30-09,8.644444,222.1,31.773333000000001,23.896667000000001,86.8,26.686667,85,3.5,0
05-31-09,8.2473120000000009,114,30.983871000000001,23.922581000000001,87.193548000000007,26.509677,58,2,0
06-30-09,7.9777779999999998,165.8,31.176666999999998,23.96,86.6,26.624666999999999,68,3,0
07-31-09,5.7204300000000003,25.1,33.064515999999998,24.229032,79.887096999999997,27.753547999999999,13,0.3,0
08-31-09,5.2688170000000003,5.4,34.741934999999998,25.351613,72.838710000000006,29.272258000000001,10,0.2,0
09-30-09,4.4000000000000004,4.2,35.613332999999997,25.47,69.400000000000006,29.931999999999999,10,0.2,0
10-31-09,6.8494619999999999,26,35.348387000000002,25.587097,71,29.671333000000001,14,0.4,0
11-30-09,6.9222219999999997,132.30000000000001,35.373333000000002,25.906666999999999,69.591667000000001,30.183333000000001,47,1.8,0
12-31-09,8.7204300000000003,262.39999999999998,32.180644999999998,24.822581,82.443548000000007,27.700645000000002,87,3.5,0
01-31-10,8.1505379999999992,295.8,31.951612999999998,24.5,83.782257999999999,27.334194,103,4.2,0
02-28-10,8.6785709999999998,352.5,31.821428999999998,24.839286000000001,87.1875,27.296429,135,5,1
03-31-10,7.5591400000000002,206.4,33.480645000000003,25.090323000000001,80.693548000000007,28.426452000000001,83,2.9,0
04-30-10,8.5444440000000004,303.39999999999998,31.503333000000001,24.32,87.308333000000005,27.054666999999998,109,4.3,0
05-31-10,7.5806449999999996,165.1,32.306452,24.774194000000001,84.419354999999996,27.663226000000002,49,2,0
06-30-10,5.9777779999999998,119.1,32.456667000000003,24.266667000000002,82.591667000000001,27.541333000000002,44,1.8,0
07-31-10,6.3260870000000002,100.6,32.374194000000003,23.925806000000001,81.766129000000006,27.224516000000001,50,1.7,0
08-31-10,3.8817200000000001,54.8,34.032257999999999,24.358065,75.532257999999999,28.389032,25,0.6,0
09-30-10,4.5444440000000004,26.6,35.266666999999998,24.973333,72.400000000000006,29.501332999999999,20,0.4,0
10-31-10,6.9247310000000004,116.9,35.025806000000003,24.567741999999999,75.459676999999999,28.856774000000001,58,2,0
11-30-10,8.0555559999999993,140.6,33.406897000000001,24.39,78.966667000000001,28.042000000000002,62,2.5,0
12-31-10,8.5268820000000005,290.10000000000002,32.403225999999997,23.529032000000001,83.870968000000005,26.990967999999999,100,3.8,0
01-31-11,8.5161289999999994,226.8,30.874193999999999,23.545161,84.612903000000003,26.438065000000002,82,3.2,0
